creator_id,name,description,config_hash,config,total_return,max_drawdown,success_rate,sharpe_ratio,total_trades,total_stocks,quality_score,subscribers,top_holdings,is_public,is_active,is_showcase
"system_showcase","Base Breakout Base","Showcase strategy: Base Breakout Base","4a93ce2c9a57bc68","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""base_breakout_base_basePeriod20_breakoutPct2.5"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[],""technicalIndicators"":[{""basePeriod"":20,""breakoutPct"":2.5,""maxBaseRange"":15,""type"":""BASE_BREAKOUT"",""volumeMultiplier"":1.5}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Base Breakout High Margin","Showcase strategy: Base Breakout High Margin","6a9cc1037f4ea5d7","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""base_breakout_high_margin_basePeriod20_breakoutPct2.0_min20"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""min"":20,""type"":""NPM""}],""technicalIndicators"":[{""basePeriod"":20,""breakoutPct"":2,""maxBaseRange"":15,""type"":""BASE_BREAKOUT"",""volumeMultiplier"":1.5}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Base Breakout Largecap","Showcase strategy: Base Breakout Largecap","52973c557ef0997f","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""base_breakout_largecap_basePeriod20_breakoutPct2.0"",""filters"":{""marketCap"":[""large""]},""fundamentalIndicators"":[],""technicalIndicators"":[{""basePeriod"":20,""breakoutPct"":2,""maxBaseRange"":15,""type"":""BASE_BREAKOUT"",""volumeMultiplier"":1.5}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Base Breakout Liquid","Showcase strategy: Base Breakout Liquid","148403002033f890","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""base_breakout_liquid_basePeriod20_breakoutPct1.5_minDailyValue1000000000"",""filters"":{""marketCap"":[""large"",""mid""],""minDailyValue"":1000000000},""fundamentalIndicators"":[],""technicalIndicators"":[{""basePeriod"":20,""breakoutPct"":1.5,""maxBaseRange"":15,""type"":""BASE_BREAKOUT"",""volumeMultiplier"":1.5}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Base Breakout Low Debt","Showcase strategy: Base Breakout Low Debt","ae1978fe1d0e7e58","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""base_breakout_low_debt_basePeriod30_breakoutPct1.5_max0.8"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""max"":0.8,""type"":""DE_RATIO""}],""technicalIndicators"":[{""basePeriod"":30,""breakoutPct"":1.5,""maxBaseRange"":15,""type"":""BASE_BREAKOUT"",""volumeMultiplier"":1.5}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Base Breakout Quality ROE","Showcase strategy: Base Breakout Quality ROE","9383f1647e157c1a","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""base_breakout_quality_roe_basePeriod20_breakoutPct2.0_min12"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""min"":12,""type"":""ROE""}],""technicalIndicators"":[{""basePeriod"":20,""breakoutPct"":2,""maxBaseRange"":15,""type"":""BASE_BREAKOUT"",""volumeMultiplier"":1.5}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Base Breakout Syariah","Showcase strategy: Base Breakout Syariah","e2a708467b361656","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""base_breakout_syariah_basePeriod20_breakoutPct1.5"",""filters"":{""marketCap"":[""large"",""mid""],""syariah"":true},""fundamentalIndicators"":[],""technicalIndicators"":[{""basePeriod"":20,""breakoutPct"":1.5,""maxBaseRange"":15,""type"":""BASE_BREAKOUT"",""volumeMultiplier"":1.5}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Base Breakout Value PBV","Showcase strategy: Base Breakout Value PBV","7b92511d2d78c3b8","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""base_breakout_value_pbv_basePeriod20_breakoutPct2.0_max1.6"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""max"":1.6,""type"":""PBV""}],""technicalIndicators"":[{""basePeriod"":20,""breakoutPct"":2,""maxBaseRange"":15,""type"":""BASE_BREAKOUT"",""volumeMultiplier"":1.5}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Base Breakout Value PE","Showcase strategy: Base Breakout Value PE","8d1b7787ddc3a63a","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""base_breakout_value_pe_basePeriod20_breakoutPct2.5_max12"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""max"":12,""type"":""PE_RATIO""}],""technicalIndicators"":[{""basePeriod"":20,""breakoutPct"":2.5,""maxBaseRange"":15,""type"":""BASE_BREAKOUT"",""volumeMultiplier"":1.5}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bollinger Bounce Base","Showcase strategy: Bollinger Bounce Base","45cd71517475c30a","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bollinger_bounce_base_period20_stdDev1.8"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[],""technicalIndicators"":[{""period"":20,""stdDev"":1.8,""type"":""BOLLINGER_BANDS""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bollinger Bounce High Margin","Showcase strategy: Bollinger Bounce High Margin","20a19b56628fafd7","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bollinger_bounce_high_margin_period30_stdDev1.8_min10"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""min"":10,""type"":""NPM""}],""technicalIndicators"":[{""period"":30,""stdDev"":1.8,""type"":""BOLLINGER_BANDS""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bollinger Bounce Largecap","Showcase strategy: Bollinger Bounce Largecap","3d69b44bc137e975","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bollinger_bounce_largecap_period20_stdDev1.8"",""filters"":{""marketCap"":[""large""]},""fundamentalIndicators"":[],""technicalIndicators"":[{""period"":20,""stdDev"":1.8,""type"":""BOLLINGER_BANDS""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bollinger Bounce Liquid","Showcase strategy: Bollinger Bounce Liquid","0a4c51f9fd89b0e3","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bollinger_bounce_liquid_period30_stdDev2.0_minDailyValue500000000"",""filters"":{""marketCap"":[""large"",""mid""],""minDailyValue"":500000000},""fundamentalIndicators"":[],""technicalIndicators"":[{""period"":30,""stdDev"":2,""type"":""BOLLINGER_BANDS""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bollinger Bounce Low Debt","Showcase strategy: Bollinger Bounce Low Debt","69c3f7bdcf32cda3","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bollinger_bounce_low_debt_period20_stdDev2.0_max0.4"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""max"":0.4,""type"":""DE_RATIO""}],""technicalIndicators"":[{""period"":20,""stdDev"":2,""type"":""BOLLINGER_BANDS""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bollinger Bounce Quality ROE","Showcase strategy: Bollinger Bounce Quality ROE","c4d99a141b5e25a7","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bollinger_bounce_quality_roe_period20_stdDev2.0_min16"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""min"":16,""type"":""ROE""}],""technicalIndicators"":[{""period"":20,""stdDev"":2,""type"":""BOLLINGER_BANDS""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bollinger Bounce Syariah","Showcase strategy: Bollinger Bounce Syariah","50b22f2005fe92fc","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bollinger_bounce_syariah_period20_stdDev2.0"",""filters"":{""marketCap"":[""large"",""mid""],""syariah"":true},""fundamentalIndicators"":[],""technicalIndicators"":[{""period"":20,""stdDev"":2,""type"":""BOLLINGER_BANDS""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bollinger Bounce Value PBV","Showcase strategy: Bollinger Bounce Value PBV","9dd058a5bf97f51e","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bollinger_bounce_value_pbv_period20_stdDev1.8_max1.6"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""max"":1.6,""type"":""PBV""}],""technicalIndicators"":[{""period"":20,""stdDev"":1.8,""type"":""BOLLINGER_BANDS""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bollinger Bounce Value PE","Showcase strategy: Bollinger Bounce Value PE","5115fe99a66fb3b2","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bollinger_bounce_value_pe_period20_stdDev2.0_max12"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[{""max"":12,""type"":""PE_RATIO""}],""technicalIndicators"":[{""period"":20,""stdDev"":2,""type"":""BOLLINGER_BANDS""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bull Flag V0","Showcase strategy: Bull Flag V0","66962acef32b563c","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bull_flag_v0"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[],""technicalIndicators"":[{""type"":""BULL_FLAG""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
"system_showcase","Bullish Engulfing V0","Showcase strategy: Bullish Engulfing V0","0c89adb7510e75b6","{""backtestConfig"":{""endDate"":""2026-02-13"",""initialCapital"":100000000,""portfolio"":{""maxPositions"":5,""minPositionPercent"":5,""positionSizePercent"":20},""riskManagement"":{""maxHoldingDays"":21,""stopLoss"":{""method"":""FIXED"",""percent"":7},""takeProfit"":{""method"":""FIXED"",""percent"":15}},""startDate"":""2025-02-25"",""tradingCosts"":{""brokerFee"":0.15,""minimumFee"":1000,""sellFee"":0.15,""slippageBps"":0,""spreadBps"":0}},""backtestId"":""bullish_engulfing_v0"",""filters"":{""marketCap"":[""large"",""mid""]},""fundamentalIndicators"":[],""technicalIndicators"":[{""type"":""BULLISH_ENGULFING""}]}","","","","","0","0","Unknown","0","[]","true","true","true"
